id,text,label,origin,id-type,predictions,prediction_scores
1.3953166684616376e+18,"Las reformas que va a imponer la UE a España nos suenan familiares: muchas estaban en el programa de Ciudadanos.

Llamamos menos la atención hablando de reformas y no de la Guerra Civil, no gritando comunismo o libertad, pero igual algo de razón teníamos.",1,twitter,twitterId,0,"[0.8962939977645874, 0.10370601713657379]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,"o sea, somos cobardes para reconocer que no nos gusta vivir en la indeterminación, la incertidumbre y la inquietud, las grandes virtudes de las sociedades abiertas, para solucionar sus problemas.",0,news-articles,url,1,"[0.004329269751906395, 0.9956707954406738]"
1.3541128682082757e+18,"🔴 Darias nueva ministra de Sanidad.
🔴 Iceta ministro de Política Territorial.

Esto sí se podía saber.",0,twitter,twitterId,1,"[0.13987471163272858, 0.8601253628730774]"
1.4646142738130002e+18,"""Hay que convencer a la gente de que la inmigración es inevitable y que las sociedades multiculturales que se están construyendo son una riqueza"". 

Antonio Guterres, secretario Gral. de la ONU. (Y quien prefiera fomentar la natalidad nacional = racista):",0,twitter,twitterId,1,"[0.15101183950901031, 0.8489881157875061]"
1.450951093970776e+18,"Hoy estoy muy contrariada. Subo un comentario machista y misógino y hay gente que piensa que hay que bloquear o pasar. Esto me recuerda a cuando los decían que no denunciásemos, que era mejor dejarlo estar. En la redes existe la violencia machista, vejan y humillan.",0,twitter,twitterId,1,"[0.005549679975956678, 0.9944503307342529]"
1.3493310651152056e+18,"PSOE-Podemos siguen en su cruzada contra la independencia judicial y agilizan su contrarreforma para limitar funciones a los jueces.

Mientras corren para esto, siguen sin habilitar la Comisión de Sanidad para que Illa rinda cuentas en plena pandemia.",1,twitter,twitterId,0,"[0.8466165661811829, 0.15338340401649475]"
1.3960315340758917e+18,"La mujer del Presidente pidiendo fondos europeos, los que se van a repartir desde Moncloa sin ningún tipo de control, para una nueva patronal que ella mismo ha amadrinado y que quiere tener su espacio en la negociación con el Gobierno que preside su marido...

Todo en orden...☹️",1,twitter,twitterId,0,"[0.7333245277404785, 0.2666754126548767]"
1.4625126103483064e+18,"El sábado, 20-N, Pablo Casado asistió a una misa por Franco en Granada.

Es una pena que mañana no va a dar tiempo a hablar de esto en las tertulias porque a las 7:02 va a salir una movidaca de PODEMOS, Venezuela, Corea del Norte y la ETA.

Pero, si no, hablaban, eh. En serio.",0,twitter,twitterId,1,"[0.002815867308527231, 0.9971840977668762]"
1.378807046481584e+18,"Ni el Cadiz_CF ni los gaditanos somos racistas

Se tendrá que investigar lo que ha pasado y respetar la presunción de inocencia de Cala

Intolerable que JM_Kichi y TeresaRodr_ condenen públicamente al jugador del Cádiz sin que haya podido defenderse",0,twitter,twitterId,1,"[0.041484951972961426, 0.9585149884223938]"
1.3590396919332536e+18,Este señor ⁦agarzon⁩ no sabe de economía y consumo y menos de Sanidad. Ya puede is cambiando su Guia de mascarillas erróneas.,0,twitter,twitterId,1,"[0.0023801245260983706, 0.9976198077201843]"
1.3548370929631273e+18,"❌El Ministro Castells puede esconderse un tiempo, pero No indefinidamente.❌ El Ministro Castells puede ser un excelente escritor, pero NO es un buen gestor. ⛔️ Basta de incertidumbre, de generar ansiedad en alumnos y profesores.📣Venga a dar la cara a Congreso_Es",1,twitter,twitterId,0,"[0.9929720759391785, 0.00702790217474103]"
1.367382298509914e+18,"Allá por 1988 dijo Felipe González: 

“El Estado de Derecho se defiende en las tribunas y en los salones, pero también en los desagües”

Hoy en los desagües se sigue defendiendo el statu quo pero hay focos, maquillaje, amistades y encuentros extraños...

Y atronadores silencios",0,twitter,twitterId,1,"[0.02452906407415867, 0.9754709005355835]"
1.4576389444939323e+18,"El PP no reconoce la farsa electoral de Nicaragua ni su resultado, exige la inmediata liberación de los presos políticos y el restablecimiento de la libertad y democracia para todos los nicaragüenses.",0,twitter,twitterId,1,"[0.003666954580694437, 0.9963330030441284]"
1.3616276638284636e+18,"Una vez más dándole la espalda al sector turístico español, es este caso a las Agencias de Viajes, PSOE Y Podemos votarán en contra de nuestra iniciativa, pretenden una limpieza sectorial, lo tengo clarísimo.",1,twitter,twitterId,0,"[0.9983906745910645, 0.0016093241283670068]"
1.382604312560296e+18,"Cuatro centros de acogida en La Macarena en apenas 300 metros, foco de conflicto: droga, robos, peleas... | Última hora Andalucía",1,twitter,twitterId,0,"[0.9989985823631287, 0.0010013835271820426]"
1.3820669105237563e+18,"Ser Gabilondo y que te contraprogramen así debe ser muy duro.

Al menos, los madrileños saben a qué atenerse y nadie podrá decir que ‘no se podía saber’.",0,twitter,twitterId,1,"[0.004710804205387831, 0.9952892065048218]"
1.4534034575541576e+18,"Enfado, cabreo, indignación,... los extremeños vamos a tener que esperar muchos años a que el tramo del AVE entre Madrid y Lisboa en la zona de Castilla la Mancha esté terminado, el último gobierno del PP dejó caducar la declaración de impacto ambiental.",0,twitter,twitterId,1,"[0.002345137298107147, 0.9976547956466675]"
1.387451769115054e+18,"Dicen que se sienten amenazados

¿Con media docena de escoltas y medidas de seguridad?

Amenazados vivieron miles de militares, guardias civiles y policías que tenían que mirar los bajos de sus coches a diario y veían todos los meses caer a un compañero

Menos faltas de respeto",1,twitter,twitterId,0,"[0.9917178153991699, 0.008282173424959183]"
1.3733732463478784e+18,"“Comunismo o libertad.”

“Socialismo o ultraderecha.”

“Fascismo o libertad.”

Quienes juegan a la polarización para agitar a los suyos y beneficiar a sus partidos, separan y enfrentan a los españoles.

O no saben nada o no les importa nadie. 

1936o2021",0,twitter,twitterId,1,"[0.0025631836615502834, 0.9974368214607239]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,"Eso, sí, todos nos hacemos los civilizados, los indignados y, naturalmente, proseguimos vistiéndonos con la cólera del español sentado.",0,news-articles,url,1,"[0.001354662817902863, 0.9986453652381897]"
https://www.elmundo.es/opinion/columnistas/2023/03/22/641b08d1fdddffdd698b45aa.html,"Ha sido la moción de Yolanda, su blanco bautismo como la aliada presentable de un bloque electoral en el que coexisten los socios más iliberales del país (sí: alumnos aventajados de Vox).",1,news-articles,url,0,"[0.998052716255188, 0.0019473102875053883]"
1.4625103739832115e+18,"Colocar les vides nel centru, dexar de ser periferia. 
Emoción güei nel pieslle de l’Asamblea de CatEnComu con AdaColau Yolanda_Diaz_ agarzon MazelLilith y más compañeres. Muyeres lliderando, caminando xuntes y con arguyu.",0,twitter,twitterId,1,"[0.0742650032043457, 0.9257349967956543]"
1.349995886613508e+18,Una cacereña que triunfa en El_Intermedio. Me encanta!!!!!,0,twitter,twitterId,1,"[0.032392796128988266, 0.9676072597503662]"
1.390379507497017e+18,"No soy muy ponerme Metallica, pero claro, cuando me encuentro cosas así, pues recaigo... va por ti ABarbolani",0,twitter,twitterId,1,"[0.019494134932756424, 0.9805058240890503]"
1.352736422755754e+18,"Entonces, la moción de censura por la gestión de la pandemia era un paripé, ¿no?",1,twitter,twitterId,0,"[0.9991946816444397, 0.0008053351193666458]"
1.4535978154526228e+18,"El T. Constitucional pone de manifiesto las dos facetas de un mal gobernante como Sánchez;
- Amordazó al Congreso evitando control parlamentario.
- Su irresponsabilidad, al no aprobar una ley para dar repuesta a la pandemia como pedimos ⁦populares⁩.",0,twitter,twitterId,1,"[0.011498871259391308, 0.9885010719299316]"
1.407267113283113e+18,Se cumplen 40 años de la Ley de Divorcio en España. Un derecho que fue atacado por los mismos reaccionarios que hoy cuestionan el derecho a la libre determinación de género o al reconocimiento de la diversidad familiar y que no quieren que las personas vivan en libertad.,1,twitter,twitterId,0,"[0.9989763498306274, 0.0010236484231427312]"
1.359232395027878e+18,"Esto sí que es Presente 
Estos si están en política hoy!!
corrupcionPsoe",0,twitter,twitterId,1,"[0.0032284047920256853, 0.996771514415741]"
1.3681380400200008e+18,"⁦RuizSolas⁩ (⁦vox_es⁩ ): ""Pablo Iglesias le creó un ministerio a Irene Montero y eso es machismo""",1,twitter,twitterId,0,"[0.9949418902397156, 0.005058032460510731]"
1.4515189022032077e+18,"¿Saben por qué el Supremo en ninguno de los 5 escritos que ha hecho ya sobre Alber_Canarias dice ""quítenle el escaño""? Porque Marchena teme que Europa diga que están prevaricando. Prefiere que el marrón se lo coma Batet ¿A cambio de qué?",0,twitter,twitterId,1,"[0.0017030782764777541, 0.9982969164848328]"
1.4634913423828132e+18,"Esmolecida pola marcha de los ríos del oriente asturiano. Procuru por favor, nun nos pongamos en riesgu. Tol mio sofitu a las asturianes y asturianos qu'agora mesmo tan afrontando situaciones complexes a cuenta d'esto.",0,twitter,twitterId,1,"[0.001599028124473989, 0.9984009861946106]"
1.4635208017438515e+18,"Siempre con nuestras Fuerzas y Cuerpos de Seguridad del Estado y contra una ley comunista de la inseguridad en las calles y del favor a los delincuentes.

Nos vemos el sábado 27N en la Puerta del Sol.

NoALaInseguridadCiudadana",0,twitter,twitterId,1,"[0.026101000607013702, 0.9738990068435669]"
1.4631558810135675e+18,"Gastamos cada año 30.000 millones en intereses de deuda pública. Si los intereses suben un punto, serán 45.000. Si suben 2, 60.000.

Esa subida llegará. Pero le estallará a un gobierno de derechas. Ya lo hicieron en 2010. Son un cáncer.

 rubenmansolivar",0,twitter,twitterId,1,"[0.004159900359809399, 0.9958400726318359]"
1.4029548119060685e+18,"Genial intervención en Congreso_Es de la compañera gpscongreso estherpcamarero 

👉🏼El gobierno de España ha protegido a los trabajadores por encima de la protección media de la UE.

👉🏼Los ERTE se crean en la ley 35/2010 y ustedes señorías del PP votaron en contra.",0,twitter,twitterId,1,"[0.022427882999181747, 0.9775721430778503]"
1.380807146837803e+18,"La Comunidad de Madrid, que no ha presentado ni una iniciativa contra el cambio climático, dice que la nueva ley llega “tarde”. Será porque el gobierno del PP no fue capaz ni siquiera de presentar ninguna. Hay temas en los que, al menos, deberían callarse.",1,twitter,twitterId,0,"[0.998329222202301, 0.0016707812901586294]"
1.4570003999326454e+18,Las progres que han venido a boicotear el mitin de Santi_ABASCAL en Las Palmas caben en un microbús y aún sobra espacio para la estirar las piernas.,1,twitter,twitterId,0,"[0.9961305856704712, 0.0038693740498274565]"
1.388050163294425e+18,"Ayer menos empleo, hoy menos crecimiento. 
El socialismo sigue siendo sinónimo de paro y recesión.",1,twitter,twitterId,0,"[0.9944671392440796, 0.005532869137823582]"
1.3675455641922437e+18,"IreneMontero: ""Si alguien está intentando proponer que este Gobierno no se atreva a mirar cara a cara a la industria proxeneta y acabar con su impunidad, no es tolerable para un Gobierno feminista"".",0,twitter,twitterId,1,"[0.023003894835710526, 0.976996123790741]"
1.420689850425041e+18,"La intolerancia separatista en Cataluña lleva años instalada incluso en la universidad, donde por defender la neutralidad ideológica te pueden insultar impunemente. En democracia, la libertad no puede tener un coste tan alto. Mi apoyo a García Manrique.",0,twitter,twitterId,1,"[0.0022736939135938883, 0.9977262616157532]"
1.4007403602430607e+18,"Así es.

Tan así que desde ⁦CiudadanosCs⁩ presentamos enmienda. Por cierto, los ÚNICOS que presentamos enmienda a este artículo y que no salió aprobada, claro. 

El Gobierno cuela en la ley antifraude una subida de impuestos.",1,twitter,twitterId,0,"[0.9978832602500916, 0.0021166640799492598]"
1.458724429622612e+18,"El lawfare Ñ arriba a Andorra contra la presidenta de DretsHumans_ad. Perquè? Doncs per la querella andorrana contra Rajoy, Montoro, Fdez Díaz, Martínez, Cosidó i la policia patriòtica per l’Operació Catalunya. 
Gràcies ⁦DretsCat⁩ !",0,twitter,twitterId,1,"[0.005293623544275761, 0.9947064518928528]"
1.3541507152965386e+18,"Absolutamente de acuerdo:

LEVANTAREMOS TODO LO QUE DERRIBEN.",1,twitter,twitterId,0,"[0.9957365989685059, 0.004263347014784813]"
1.371959876465922e+18,"Oh, sorpresa. Una vez más, en Lanoche_24h salen las intervenciones de todos los partidos menos de vox_es...",1,twitter,twitterId,0,"[0.9968773126602173, 0.003122673137113452]"
1.426583010032472e+18,"Mofarse de la Virgen María es libertad de expresión, pero mofarse de la ideología de género es homofobia, transfobia y machismo.",1,twitter,twitterId,0,"[0.9690348505973816, 0.030965125188231468]"
1.3514860746699776e+18,"◾️Hoy escribo en TheObjective_es sobre humillación y misoginia. 

“(...) nombrar a varias mujeres para cosificarlas, compararlas y denigrarlas asimilándolas a un animal tiene poco que ver con haber interiorizado de la mencionada dignidad universal. “",0,twitter,twitterId,1,"[0.07180400937795639, 0.9281959533691406]"
1.4511387219741942e+18,"¿TENEMOS? Aquí Otegui deja bien claro, que los presos son suyos, porque son de ETA, como él. Por si alguien tenía dudas…",0,twitter,twitterId,1,"[0.07277876138687134, 0.9272212982177734]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,Engaño sobre engaños.,1,news-articles,url,0,"[0.9978118538856506, 0.002188163110986352]"
1.3574104773709332e+18,"Seguiremos diciendo slto y claro todo lo que pensamos y no callarán nuestra VOX

VOXEsImparable 🇪🇸🇪🇸",0,twitter,twitterId,1,"[0.003740041982382536, 0.9962599277496338]"
1.3896877882709852e+18,"Ábalos: “Las elecciones eran innecesarias, Ayuso era Presidenta y tras el día de hoy seguirá siendo Presidenta”, ES UN GENIO!!!",0,twitter,twitterId,1,"[0.0012262213276699185, 0.9987737536430359]"
https://www.alertadigital.com/2023/03/11/dieciocho-anos-despues-del-11-m-entendemos-mucho-mas-de-atentados-de-falsa-bandera-y-otros-asuntos-de-las-cloacas-las-preguntas-sobre-la-masacre-que-nunca-fueron-respondidas/,"Ahora, dieciocho años después, entendemos mucho más de atentados de falsa bandera, magnicidios y otros asuntos cloaquiles.",0,news-articles,url,1,"[0.003047222038730979, 0.9969527721405029]"
1.387463364931199e+18,"La izquierda importa movimientos raciales como Black Lives Matter para generar violencia entre españoles con problemas que no existen en España. 

LaIzquierdaEsViolencia 🔥",0,twitter,twitterId,1,"[0.00210778322070837, 0.9978922009468079]"
1.4559383463420475e+18,"Debate presupuestos2022. mjmonteroc: ""señorias del PP, con la ultraderecha no se compite, a la ultraderecha se la combate"".",0,twitter,twitterId,1,"[0.003265693783760071, 0.9967343807220459]"
1.3876693720434117e+18,"Acabamos con el enfrentamiento y la crispación, y trabajamos por TODOS los madrileños??
Parece que solo BalEdmundo lo tiene claro!!
EligeCentro votaedmundobal",0,twitter,twitterId,1,"[0.0031186712440103292, 0.996881365776062]"
1.3967774066151465e+18,"Sin perdón ni arrepentimiento, no cabe el indulto. Y menos en un delito grave de sedición. La normalización política para Sánchez era aplicar el derecho de gracia a unos sedicentes a cambio de resistir en el poder. De Manual de Resistencia a Resistencia de Manual.",0,twitter,twitterId,1,"[0.007611381821334362, 0.9923885464668274]"
1.4632298027946926e+18,"El Supremo obliga a impartir un mínimo del 25% de clases en castellano en la enseñanza pública.

Sánchez debe exigir a la Generalitat que cumpla la sentencia en Cataluña con todos los instrumentos del Estado. Incumplir esta resolución para contentar a sus socios sería prevaricar.",0,twitter,twitterId,1,"[0.002956832991912961, 0.9970431923866272]"
1.406880831956734e+18,"¿Que quién pide que haya arrepentimiento para los indultos, abalosmeco?
✅La Ley del Indulto
✅El Tribunal Supremo
✅La ciudadanía
✅...suma y sigue
¿No le parece suficiente?",0,twitter,twitterId,1,"[0.002579424064606428, 0.9974205493927002]"
1.4590532167343675e+18,A este señor lo conocí cuando presidía la AIReF_es. Rezumaba seriedad y sus análisis eran serenos y fiables.El sanchismo ha pasado por el de forma despiadada. No queda nada del profesional serio. Ahora habla de cajitas en algo tan serio como las pensiones,0,twitter,twitterId,1,"[0.0021422449499368668, 0.9978577494621277]"
1.4619946352455967e+18,"Leo en la prensa que la China Comunista, la que dejó salir el virus del mercado de Huanan, en Wuhan, o del laboratorio, ¡ va a endurecer las inspecciones de alimentos importados desde España!",1,twitter,twitterId,0,"[0.9975603818893433, 0.0024396416265517473]"
1.375946963359834e+18,"🔴 32 millones de € de 7.000 millones son los que van a llegar a La Rioja para ayudar a empresarios, autónomos y profesionales...

🔴 Una vez más, el PSOE arrincona a los riojanos y nos convierte en Comunidad Autónoma de Segunda División...

Info en lariojacom 👇",0,twitter,twitterId,1,"[0.011340128257870674, 0.9886598587036133]"
1.4555021463974093e+18,"Tras repartirse sillones en puestos del Estado en despachos, hoy PSOE y PP han acudido a reírse de nuevo del Congreso, usándolo como teatro para avalar su cambalache. Con Cs que no cuenten para pisotear nuestras instituciones.

Lección de dignidad parlamentaria de BalEdmundo 👏",0,twitter,twitterId,1,"[0.0021970055531710386, 0.9978030323982239]"
1.3602881650142372e+18,"El PSOE, Ciudadanos y Podemos se niegan, en el Parlamento de Andalucía, como ya hizo el PSOE en el de Cantabria, a apoyar una condena de las agresiones a ⁦vox_es⁩",1,twitter,twitterId,0,"[0.9987241625785828, 0.001275806687772274]"
1.463477789051564e+18,"Apoyando en Barcelona y en la comisaría de Vía Laietana a nuestros servidores públicos. No a la reforma de Sánchez de la Ley de Seguridad Ciudadana. 
No permitiremos humillaciones a nuestras Fuerzas y Cuerpos de Seguridad. 

NoALaInseguridadCiudadana NoALaEspañaInsegura",1,twitter,twitterId,0,"[0.8898525834083557, 0.1101474016904831]"
1.3765964020972913e+18,"Cansada de mujeres que critican a otra mujer despreciando, ridiculizando y minimizando su dolor por ser famosa, salir en la tv y cobrar por ello. Y poniendo en duda lo ocurrido por hacerlo. 

No tenéis ni idea. Ojalá jamás tengáis que contar nada en la TV para salvaros.
Ni idea.",0,twitter,twitterId,1,"[0.008800466544926167, 0.9911995530128479]"
1.3693348931598418e+18,"HoyHaceUnAño que pablocasado_

🔴 Denunciaba que Sánchez mentía con la gravedad de la pandemia
🔵 Proponía un decálogo de medidas para afrontar la crisis sanitaria, social y económica

populares la oposición seria que controla al gobierno y propone soluciones

HayAlternativa",1,twitter,twitterId,0,"[0.997795581817627, 0.002204412128776312]"
1.353654265886208e+18,"En estos duros momentos Espańa no merece un Gobierno como este, que miente y se esconde. Gran intervención de cucagamarra GPPopular DiputaciónPermanente",0,twitter,twitterId,1,"[0.00300363777205348, 0.9969964027404785]"
https://ctxt.es/es/20230301/Politica/42481/Guillem-Martinez-mocion-de-censura-tamames-comunicacion-Sanchez-Diaz.htm,"Felipe era el XXXX amo, por eso le aman tanto los necesitados de amo–, emitió, lo dicho, no una respuesta al tamamismo, sino un resumen de legislatura.",1,news-articles,url,0,"[0.9975247979164124, 0.002475256798788905]"
1.453763113216512e+18,Cuando un partido tiene que montar una campaña así por un teletipo sobre una encuesta -cuándo salen todos los días- indica que esos datos les hace daño interno por creíbles. Es una campaña para los suyos -que dudan de las capacidades políticas de Nuñez-. Gracias por retrataros!,0,twitter,twitterId,1,"[0.004646192770451307, 0.9953538179397583]"
1.460325103187546e+18,"Bernie Sanders: ""Tenemos que exigir que los extremadamente ricos paguen su parte justa.""

Elon Musk: ""No dejo de olvidar que sigues vivo.""

La democracia tiene que servir para disciplinar a los multimillonarios prepotentes a base de impuestos o no servirá para nada.",0,twitter,twitterId,1,"[0.0032632574439048767, 0.9967367053031921]"
1.4547565354444186e+18,"El informe de la Inteligencia de EEUU sobre el coronavirus de Wuhan dice que no es un virus diseñado como arma. Lo que no excluye es que se escapase del laboratorio de Wuhan. Y esa es la verdad incómoda que acecha a China Comunista y a sus colaboradores ,algunos dentro de EEUU.",0,twitter,twitterId,1,"[0.0030624789651483297, 0.9969375133514404]"
1.364239288091705e+18,".eledhmel : ""Decía Chesterton que a cada época la salva un puñado de hombres que tienen el coraje de ser inactuales. Hoy en España, VOX es ese puñado de hombre que, frente a las injusticias del feminismo radical, lucha por los valores eternos: la dignidad humana, la familia...""",0,twitter,twitterId,1,"[0.039785295724868774, 0.9602147340774536]"
1.3752211157197128e+18,"Si hemos llegado al punto de que se cuestiona al denunciante de la corrupción y no al denunciado del asunto, este país tiene un problema más serio de lo que creemos. 

Aquí sólo se ha votado una moción de censura. Pactar con Podemos es lo que hacen PP y PSOE con RTVE y jueces.",1,twitter,twitterId,0,"[0.9938217401504517, 0.006178275216370821]"
1.3699310444855337e+18,"Por cierto, mientras la (ultra)derecha se apuñalaba ayer en Murcia y Madrid, la Ministra Yolanda Díaz de Unidas Podemos acordaba con los agentes sociales devolver sus derechos laborales a 'riders' y otros falsos autónomos.

""Todos son iguales."" Di que sí.",1,twitter,twitterId,0,"[0.9984631538391113, 0.00153691740706563]"
1.3631502404555323e+18,"Margarita Robles es republicana, en el ejército no hay un problema con la extrema derecha y España es una democracia plena. 🤫🤡 LOL",0,twitter,twitterId,1,"[0.02146265283226967, 0.9785373210906982]"
1.3601605745927414e+18,"Miente Casado
Miente Junqueras
Miente Arrimadas
Miente Abascal
Miente Aragonés
Miente Borras
Miente Carrizosa
Miente Fernandez
Miente Pastor
Miente Garcia Egea
Miente Garriga
Todo vale contra Illa
ImparableIlla",1,twitter,twitterId,0,"[0.9879854321479797, 0.012014537118375301]"
1.4518446621137551e+18,El Gobierno de sanchezcastejon que dice que la Econonia va muy bien .!!,0,twitter,twitterId,1,"[0.0024220217019319534, 0.997577965259552]"
1.3645886971785462e+18,"¿Y Sánchez que opina de lo que ocurre en uno de sus ministerios? ¿Cuánto va a tardar en cesar a la ministra y que se asuman responsabilidades políticas?

La Fiscalía pide abrir pieza separada por la niñera-alto cargo y la escolta-recadera de Irene Montero:",0,twitter,twitterId,1,"[0.005009262822568417, 0.9949907660484314]"
https://elpais.com/deportes/2023-03-12/la-mancha-del-virtuoso-barca.html,Muchas torpezas que dejan rastro y son la peor tara para el corpus de identidad que ha avalado la fama de un club hoy amenazado de quiebra y que ha hipotecado sus activos —cerca de 800 millones— para afrontar fichajes por valor de más de 200 millones como el de Lewandowski.,0,news-articles,url,1,"[0.022218218073248863, 0.9777817726135254]"
1.3500162158304338e+18,Cs es el único partido que ha defendido siempre la separación de poderes y que nunca ha participado del reparto del CGPJ. Mi compañera maitepagaza ya ha denunciado ante la Comisión Europea el nuevo asalto al Poder Judicial que planean Sánchez e Iglesias.,0,twitter,twitterId,1,"[0.004875734448432922, 0.9951242804527283]"
https://ctxt.es/es/20230301/Politica/42481/Guillem-Martinez-mocion-de-censura-tamames-comunicacion-Sanchez-Diaz.htm,Las izquierdas a la izquierda del PSOE deberían romper ese círculo vicioso.,0,news-articles,url,1,"[0.013204528950154781, 0.9867954254150391]"
1.38860627821849e+18,"🛑Ahora mismo en Cali 🇨🇴

A pesar de la durísima represión sufrida, una nueva protesta masiva contra la política tributaria de Duque vuelve a ocupar la calle.

Impresiona el coraje y la determinación del pueblo colombiano👏🏽👏🏽

ParoNacional1Mayo",1,twitter,twitterId,0,"[0.9965135455131531, 0.0034864512272179127]"
1.3585066492505866e+18,"Nuestros presidentes de Galicia, Andalucía, Madrid, Murcia, Castilla y León y Ceuta son un ejemplo de gestión honesta y eficaz frente al abandono de Sánchez&amp;Illa, que dejan 90.000 muertos, 5 millones de paro y piden al BCE condonar la deuda como un país tercermundista. Vergüenza.",0,twitter,twitterId,1,"[0.0017643983010202646, 0.9982355833053589]"
1.4624623083623096e+18,"Hoy he visitado las instalaciones de Biolan Health, empresa pionera en medicina, en Zamudio (Vizcaya). El Gobierno reitera su compromiso con el sector de la salud de vanguardia, apostando por la ciencia y la innovación para el progreso y la dinamización de nuestra economía.",1,twitter,twitterId,0,"[0.9994633793830872, 0.0005366381956264377]"
https://ctxt.es/es/20230301/Firmas/42383/Josefina-L-Martinez-revolucion-socialismo-lecturas-8m.htm,"Y sin revolución, no hay emancipación para las oprimidas.",0,news-articles,url,1,"[0.026826871559023857, 0.9731730818748474]"
1.463171489033769e+18,"""Cuando la izquierda fusila, ejecuta a fascistas. Cuando lo hace la derecha, asesina""

alfonso_ussia , tremendo e inapelable:",0,twitter,twitterId,1,"[0.002164267236366868, 0.9978356957435608]"
1.4536511168481894e+18,"Desde 2008 no había 20 millones de personas ocupadas.

La raya azul es el destrozo de país que fue la receta neoliberal de la ""austeridad"" aplicada por el bipartidismo. La morada es la gestión de la crisis del coronavirus por el gobierno de coalición.

Sí se podía hacer distinto.",0,twitter,twitterId,1,"[0.011438912712037563, 0.9885610938072205]"
https://www.libertaddigital.com/opinion/2023-03-12/agapito-maestre-luz-de-marzo-no-hay-gobierno-6995114/,"Roban, roban y roban.",1,news-articles,url,0,"[0.8736624717712402, 0.12633755803108215]"
1.3493475642949714e+18,"Así está el IVA de la luz en la UE:

🇲🇹5%
🇫🇷5'5%
🇬🇷6%
🇮🇹10%
🇭🇷13%
🇮🇪14%
🇪🇺18’2%
🇩🇪19%
🇪🇸21%

España tiene una de las facturas más altas y el IVA 3 puntos por encima de la media europea. Pero el Gobierno rechaza nuestra propuesta de bajarlo y dice que Bruselas no le deja 🤦🏻‍♀️",1,twitter,twitterId,0,"[0.9981942772865295, 0.0018057740526273847]"
1.4602099438444708e+18,"Yo también tuvi nel Csoa La Madreña. Güei hai diez años que s'ocupara. Y vaya prestosa que foi la charra sobre cultura llibre con crendueles y NachoVegasTwit. 
(Y daquella llevaba dientro al mio piquiñín E d'okupa)",0,twitter,twitterId,1,"[0.0023344694636762142, 0.997665524482727]"
1.4536820473907814e+18,PODEMOS Anticorrupción y la UDEF investigan a Monedero en una causa secreta por cobrar del chavismo:,0,twitter,twitterId,1,"[0.043983861804008484, 0.9560161828994751]"
1.454736774346023e+18,"Recomendable lectura de la entrevista que hoy publica elconfidencial del Presidente pablocasado_ 

""Vamos a presentar una bajada de impuestos de 10.000 millones

“Nadie ha apostado por Ayuso más que yo, pero no es momento de mirarnos el ombligo""",0,twitter,twitterId,1,"[0.011472695507109165, 0.9885272979736328]"
1.4558730424297472e+18,"Hoy debatimos unos presupuestos malos para España y peores para CiudadReal. Unos PGE22 que van a suponer menos crecimiento, más paro, más impuestos, e inversiones que no llegan a nuestra tierra, porque los beneficiarios son los socios independentistas de Sánchez. PGEdelaRuina",1,twitter,twitterId,0,"[0.9944486618041992, 0.005551290698349476]"
1.432369001879978e+18,Esto le decía Sánchez al PP cuando subía la luz. Ahora CALLA SanchezSaleMuyCaro 💡,1,twitter,twitterId,0,"[0.808986246585846, 0.19101375341415405]"
1.4616481442997043e+18,"""De mantenerse las tasas de natalidad actuales en España, en 2055 el tramo quinquenal de edad más numeroso será el 75-79. El 2º más numeroso, el 80-84. Habrá más octogenarios que veinteañeros"".

georgina_vox :",1,twitter,twitterId,0,"[0.9991348385810852, 0.0008651755633763969]"
1.463799885644419e+18,Vaya decepción la de Sánchez cuando se entere que nos preocupa más el empleo y la vivienda que el nicho de Franco.,0,twitter,twitterId,1,"[0.0019432479748502374, 0.9980567097663879]"
1.4634678288084582e+18,"Hoy el populares , estamos con los miles de miembros de los cuerpos y fuerzas de seguridad del Estado que se manifiestan sencillamente para poder seguir defendiendo a los españoles de quienes quieren violentar la calle . LeySeguridadCiudadana .",0,twitter,twitterId,1,"[0.007971647195518017, 0.9920284152030945]"
1.3965433119140905e+18,"¿Ha llamado el presidente del Gobierno a alguna de las muchas familias que están en paro? ¿Ha llamado a algún familiar de los fallecidos por coronavirus? ¿Ha llamado a alguien que esté en una cola del hambre?

No. Ha llamado a Rociíto.",1,twitter,twitterId,0,"[0.9986793398857117, 0.001320687122642994]"
1.387469116131455e+18,"El que simuló mi fusilamiento entre risas seguro que va a ir a votar.

Y tú, ¿vas a ir?

El4MVotaTú",1,twitter,twitterId,0,"[0.9860775470733643, 0.013922428712248802]"
